ID,Date,Block,Primary Type,Description,Location Description,Arrest,Domestic,District,Year,Latitude,Longitude
13669210,11/20/2024 04:03:00 AM,075XX N PAULINA ST,NARCOTICS,POSSESS - CRACK,CTA STATION,True,False,24.0,2024,42.018498254,-87.672983233
13668599,11/19/2024 02:30:00 PM,067XX S KEDZIE AVE,ROBBERY,ATTEMPT STRONG ARM - NO WEAPON,PARK PROPERTY,False,False,8.0,2024,41.771531518,-87.70296528
13666791,11/17/2024 09:00:00 PM,001XX S RACINE AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,12.0,2024,41.879921787,-87.657087047
13674141,11/22/2024 08:00:00 PM,034XX S INDIANA AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2.0,2024,41.832092935,-87.621785279
13669624,11/18/2024 03:26:00 PM,075XX S CALUMET AVE,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,"VEHICLE - OTHER RIDE SHARE SERVICE (LYFT, UBER, ETC.)",False,False,6.0,2024,41.757886076,-87.61669378
13668018,11/16/2024 04:00:00 AM,034XX S WOLCOTT AVE,CRIMINAL TRESPASS,TO VEHICLE,RESIDENCE - GARAGE,False,False,9.0,2024,41.831854709,-87.672875994
13668136,11/16/2024 12:00:00 AM,055XX W GRAND AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,25.0,2024,41.918711651,-87.76551063
13675175,11/21/2024 12:00:00 AM,052XX N ELSTON AVE,OTHER OFFENSE,TELEPHONE THREAT,COMMERCIAL / BUSINESS OFFICE,False,False,16.0,2024,41.975798373,-87.752639755
13674081,11/25/2024 09:08:00 AM,058XX N GLENWOOD AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,20.0,2024,41.987857568,-87.665079047
13671978,11/23/2024 01:35:00 AM,073XX S MARSHFIELD AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,7.0,2024,41.760451759,-87.664914689
13667057,11/11/2024 11:00:00 AM,089XX S PARNELL AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,22.0,2024,41.731717513,-87.637416749
13669016,11/19/2024 09:30:00 PM,058XX N RIDGE AVE,BATTERY,SIMPLE,NURSING / RETIREMENT HOME,False,False,20.0,2024,41.988719229,-87.668384208
13664896,11/14/2024 11:54:00 AM,011XX S CLARK ST,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1.0,2024,41.86821682,-87.6304532
13674200,11/25/2024 01:00:00 PM,049XX W HUBBARD ST,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,SIDEWALK,True,False,15.0,2024,41.888659061,-87.749015157
13666558,11/17/2024 03:39:00 PM,022XX S WENTWORTH AVE,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,9.0,2024,41.85127764,-87.631978388
13663825,11/13/2024 04:30:00 PM,073XX S SOUTH SHORE DR,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,RESIDENCE - GARAGE,False,False,3.0,2024,41.763625742,-87.560182233
13673683,11/24/2024 06:35:00 PM,111XX S EDBROOKE AVE,INTERFERENCE WITH PUBLIC OFFICER,RESIST / OBSTRUCT / DISARM OFFICER,STREET,True,False,5.0,2024,41.692175217,-87.619624117
13670166,11/21/2024 07:45:00 AM,010XX E 72ND ST,ASSAULT,SIMPLE,STREET,False,False,3.0,2024,41.764112658,-87.600129909
13666179,11/16/2024 08:00:00 PM,022XX N TALMAN AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,14.0,2024,41.922241831,-87.693694087
13666420,11/17/2024 01:04:00 PM,082XX S LAFAYETTE AVE,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,6.0,2024,41.744387472,-87.625649322
13671999,11/22/2024 11:50:00 PM,050XX W JACKSON BLVD,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,15.0,2024,41.876713651,-87.750695557
13670505,11/21/2024 09:10:00 AM,032XX N ASHLAND AVE,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,GROCERY FOOD STORE,False,False,19.0,2024,41.939923405,-87.668667203
13665872,11/16/2024 07:00:00 PM,011XX N STATE ST,THEFT,FROM BUILDING,SIDEWALK,False,False,18.0,2024,41.90265577,-87.628455651
13669860,11/20/2024 07:00:00 PM,075XX S STONY ISLAND AVE,ASSAULT,SIMPLE,OTHER (SPECIFY),False,False,4.0,2024,41.758536614,-87.586130225
13668644,11/19/2024 02:56:00 PM,049XX S CALUMET AVE,BATTERY,SIMPLE,STREET,True,False,2.0,2024,41.80483551,-87.618037722
13663856,11/12/2024 02:30:00 PM,063XX S STONY ISLAND AVE,BATTERY,SIMPLE,CTA BUS STOP,False,False,3.0,2024,41.779872827,-87.586450869
13674962,11/23/2024 02:00:00 PM,016XX W HOWARD ST,THEFT,OVER $500,APARTMENT,False,False,24.0,2024,42.019381225,-87.672392642
13674096,11/25/2024 11:00:00 AM,017XX W FLETCHER ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,19.0,2024,41.938734198,-87.672303549
13673535,11/23/2024 08:53:00 PM,005XX W WEBSTER AVE,THEFT,RETAIL THEFT,CONVENIENCE STORE,False,False,18.0,2024,41.921904892,-87.642636783
13669454,11/20/2024 10:42:00 AM,008XX E HYDE PARK BLVD,BATTERY,AGGRAVATED - HANDGUN,ALLEY,False,False,2.0,2024,41.802274004,-87.60519647
13671872,11/22/2024 01:30:00 PM,001XX N LA SALLE ST,BATTERY,SIMPLE,RESTAURANT,False,False,1.0,2024,41.885369466,-87.63243193
13667923,11/18/2024 12:40:00 AM,040XX W DIVISION ST,BATTERY,SIMPLE,STREET,False,False,25.0,2024,41.902646801,-87.727890557
13672952,11/23/2024 11:42:00 PM,011XX S STATE ST,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,False,False,1.0,2024,41.86840695,-87.627447897
13668616,03/10/2024 12:00:00 AM,018XX N CLYBOURN AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,18.0,2024,41.915183941,-87.655473077
13674187,11/25/2024 11:20:00 AM,072XX S EBERHART AVE,BATTERY,SIMPLE,APARTMENT,False,False,3.0,2024,41.763136157,-87.612783018
13667916,11/18/2024 07:53:00 PM,080XX S PRINCETON AVE,OTHER OFFENSE,TELEPHONE THREAT,STREET,False,False,6.0,2024,41.74845393,-87.631816116
13673251,11/23/2024 06:15:00 PM,0000X N STATE ST,THEFT,$500 AND UNDER,SMALL RETAIL STORE,False,False,1.0,2024,41.882470918,-87.627847625
13665073,11/15/2024 09:30:00 PM,094XX S UNION AVE,THEFT,OVER $500,RESIDENCE - GARAGE,False,False,22.0,2024,41.722692799,-87.640818263
13669033,11/19/2024 10:58:00 PM,031XX N NARRAGANSETT AVE,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,APARTMENT,True,False,25.0,2024,41.937111898,-87.785892739
13667536,11/18/2024 12:45:00 PM,003XX E 117TH ST,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,True,False,5.0,2024,41.681392799,-87.615229553
13671392,11/22/2024 02:00:00 PM,004XX S STATE ST,ASSAULT,SIMPLE,LIBRARY,False,False,1.0,2024,41.876607964,-87.627644063
13672576,11/23/2024 05:08:00 PM,074XX S DORCHESTER AVE,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,3.0,2024,41.760016097,-87.590833876
13675333,11/22/2024 12:00:00 AM,020XX W ESTES AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,24.0,2024,42.011212919,-87.683644872
13669167,11/19/2024 05:30:00 PM,012XX S HARDING AVE,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,False,True,10.0,2024,41.865471501,-87.72393137
13667745,11/18/2024 04:58:00 PM,013XX S WABASH AVE,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1.0,2024,41.865336883,-87.625785555
13669979,11/20/2024 04:00:00 PM,039XX N NORMANDY AVE,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,False,False,16.0,2024,41.951968202,-87.79381656
13674584,11/14/2024 08:47:00 AM,019XX W TOUHY AVE,DECEPTIVE PRACTICE,COMPUTER FRAUD,RESIDENCE,False,False,24.0,2024,42.01255665,-87.679134601
13668003,11/18/2024 05:00:00 AM,063XX S RACINE AVE,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CTA TRAIN,False,False,7.0,2024,41.778969503,-87.654486077
13667010,11/18/2024 03:03:00 AM,003XX S HALSTED ST,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,False,False,12.0,2024,41.877613062,-87.647233851
13664960,11/15/2024 04:50:00 PM,056XX S DAMEN AVE,STALKING,SIMPLE,CTA BUS STOP,False,False,7.0,2024,41.791175769,-87.674221496
13668205,11/19/2024 09:00:00 AM,064XX S MARSHFIELD AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,7.0,2024,41.776678928,-87.665409797
13671397,11/05/2024 01:30:00 PM,0000X E LAKE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1.0,2024,41.88573086,-87.625582609
13670203,11/14/2024 12:00:00 AM,081XX S DANTE AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,4.0,2024,41.747199046,-87.589380195
13674948,11/24/2024 09:40:00 PM,004XX E 47TH ST,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,2.0,2024,41.809403829,-87.615254209
13666185,11/17/2024 12:00:00 AM,071XX S JEFFERY BLVD,BATTERY,SIMPLE,APARTMENT,False,False,3.0,2024,41.76587359,-87.576294705
13674361,11/25/2024 08:00:00 AM,002XX E 32ND ST,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,False,False,2.0,2024,41.836559146,-87.620223934
13674446,11/24/2024 07:15:00 PM,037XX S LANGLEY AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,2.0,2024,41.826271967,-87.609863089
13671468,11/16/2024 12:00:00 PM,011XX W EDDY ST,THEFT,$500 AND UNDER,SIDEWALK,False,False,19.0,2024,41.946341089,-87.656278963
13668961,11/17/2024 12:00:00 AM,030XX N KEDZIE AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,14.0,2024,41.936541499,-87.707550544
13667488,02/11/2024 06:00:00 AM,032XX W ADDISON ST,THEFT,THEFT FROM MOTOR VEHICLE,RESTAURANT,False,False,17.0,2024,41.946628027,-87.708334129
13667338,11/15/2024 12:09:00 PM,015XX W 81ST ST,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,6.0,2024,41.746742643,-87.661396095
13668359,11/19/2024 12:25:00 PM,0000X S WHIPPLE ST,NARCOTICS,POSSESS - CRACK,SIDEWALK,True,False,11.0,2024,41.880559137,-87.702038065
13664209,11/15/2024 08:53:00 AM,006XX W 54TH PL,ASSAULT,SIMPLE,APARTMENT,False,True,9.0,2024,41.795289758,-87.641144813
13672689,11/23/2024 06:12:00 PM,037XX S KEDZIE AVE,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,False,False,9.0,2024,41.82492435,-87.704467067
13674572,11/25/2024 11:15:00 AM,058XX S NARRAGANSETT AVE,ASSAULT,SIMPLE,STREET,False,False,8.0,2024,41.786384744,-87.781588777
